,ID,Chemical,Disease
800,18544179,D005283,D007022
801,18544179,D005283,D012131
802,18544179,D005283,D020250
803,18544179,D005283,D001919
804,18186898,D016559,D005198
805,18186898,D016559,D009135
806,18186898,D019259,D009135
807,18186898,D019259,D005198
808,16867021,D000661,D006948
809,16867021,D006220,D002375
810,16867021,C052075,D002375
811,14976857,D011405,D018754
812,14976857,D011405,D000860
813,14976857,D011405,D003490
814,11745184,D002945,D009422
815,11745184,D002945,D006311
816,11745184,D002945,D007674
817,3985451,D014859,D020428
818,3985451,D014859,D009408
819,3985451,D014859,D009135
820,3985451,D014859,D006406
821,3750012,D002738,D009157
822,3750012,D010396,D009157
823,1130930,D005839,D007683
824,1130930,D002512,D007683
825,1130930,D005839,D009846
826,1130930,D002512,D009846
827,19356307,D012601,D008569
828,15957009,D012601,D008569
829,15899738,D003401,D001281
830,15863244,D010894,D005317
831,15863244,D010894,D009139
832,15863244,C106876,D005317
833,12921865,D003042,D012640
834,12584269,D016572,D007674
835,12584269,D016559,D007674
836,12584269,D020123,D007674
837,10406016,C007789,D020141
838,10406016,C007789,D001929
839,3403780,D000082,D000138
840,3403780,D000082,D017114
841,3403780,D000082,D058186
842,3101906,D007654,D007565
843,3101906,D007654,D002779
844,3101906,D007654,D056486
845,9088814,D000527,D007022
846,9088814,D000527,D008107
847,20880751,D007980,D004409
848,20080419,D010862,D004827
849,20080419,D010862,D013226
850,19445921,D007545,D009203
851,18439803,D010862,D012640
852,17919553,C106791,D056486
853,15632880,D013148,D006947
854,15632880,D013148,D051437
855,11773892,D016559,D007674
856,11773892,D016572,D007674
857,10835440,D009553,D007022
858,9523805,D008012,D009422
859,9523805,D011318,D009422
860,9245658,D009538,D002318
861,9245658,D009538,D050197
862,9034419,C047426,D012640
863,9034419,C047426,D062787
864,8829025,D016559,D006973
865,8437969,D002927,D054138
866,8437969,D002927,D001919
867,7890216,D015282,D042882
868,7468724,D013726,D002318
869,7199841,C004616,D010243
870,7199841,C004616,D013118
871,6640832,D004317,D003556
872,3560096,D007213,D006947
873,3560096,D013467,D006947
874,3358181,D012312,D014693
875,2887062,D004967,D015175
876,2425813,D011239,D006529
877,2425813,D011239,D009133
878,2375138,D008874,D012140
879,2375138,D008874,D006323
880,2265898,C009265,D004827
881,2071257,D012601,D008569
882,1592014,D003042,D012640
883,1592014,C005618,D012640
884,1436384,D000661,D020258
885,1085609,D007538,D012640
886,809711,D005996,D007022
887,20621845,D002122,D017545
888,19843802,D004837,D006973
889,19473225,D017239,D010523
890,19387625,D002211,D006930
891,19211690,D017673,D007674
892,18703024,D006220,D002375
893,18631865,D020123,D011507
894,18162529,D013469,D006966
895,17879945,D019438,D050197
896,17437408,D010862,D012640
897,17242861,D010862,D004833
898,16337777,D010862,D004833
899,15859940,D016572,D057049
900,15188772,D004837,D017682
901,15130900,D003520,D001749
902,12707296,C021650,D006973
903,12695819,D016559,D056784
904,12596116,D015282,D006976
905,11875660,D001374,D000757
906,11166519,D003042,D012640
907,8701950,D016559,D000743
908,7292072,D003891,D017180
909,4027862,D003891,D003693
910,2484011,D000547,D011596
911,2396046,D002794,D006528
912,2008831,D008755,D003329
913,1732369,D004317,D009202
914,234669,D000628,D014693
915,16740173,D002217,D009325
916,16740173,D002217,D001919
917,16740173,D002217,D006323
918,16740173,D002217,D006333
919,16740173,D002217,D007022
920,16740173,D002217,D015877
921,16740173,D002217,D006945
922,16740173,D002217,D012798
923,12464714,C093622,D009325
924,12464714,C093622,D004244
925,6203452,D001761,D011697
926,6203452,D014748,D006463
927,6203452,D002945,D007674
928,6203452,D014748,D007674
929,6203452,D002945,D011697
930,6203452,D001761,D006463
931,6203452,D014748,D011697
932,6203452,D002945,D006463
933,6203452,D001761,D007674
934,20528871,C104457,D009422
935,20528871,C104457,D006402
936,20528871,C104457,D059352
937,11672959,D012460,D005334
938,11672959,D012460,D009205
939,11672959,D012460,D008206
940,11672959,D012460,D018805
941,11672959,D012460,D009393
942,11672959,D012460,D003872
943,11672959,D012460,D056486
944,11928786,D016642,D013610
945,11928786,D016642,D012640
946,11928786,D016642,D006212
947,11928786,D016642,D001145
948,11928786,D016642,D006323
949,7977601,D007208,D012769
950,7977601,D007208,D010146
951,7977601,D007208,D007022
952,7977601,D007208,D011537
953,7977601,D007208,D009325
954,7977601,D007208,D005076
955,7977601,D007208,D014581
956,19300402,D013311,D003929
957,19300402,D013311,D006930
958,19300402,D014750,D010523
959,19300402,D014750,D006930
960,15325671,D003520,D006333
961,9746003,D002220,D004832
962,9746003,D002220,D009207
963,9746003,D020888,D004832
964,1992636,D009853,D004417
965,1992636,D009853,D000743
966,1992636,D009853,D053609
967,8387218,D016049,D018149
968,8387218,D016049,D010523
969,8387218,D016049,D003967
970,8387218,D016049,D010195
971,20698227,C471405,D006461
972,20698227,C473478,D006461
973,20477932,D003042,D007859
974,20477932,D003042,D008569
975,9495837,D012601,D000647
976,9495837,D004025,D000647
977,1468485,D003520,D006417
978,1468485,D003520,D003556
979,1468485,D003520,D006470
980,1009330,C010882,D003556
981,1009330,D003091,D003556
982,1009330,D007612,D003556
983,1009330,D011206,D003556
984,347884,D006220,D001480
985,347884,C006820,D001480
986,20667451,D010634,D003072
987,20667451,D002220,D003072
988,19767176,D010862,D013226
989,19767176,D010862,D009410
990,16330293,D009538,D009325
991,16330293,D009538,D006261
992,16330293,D009538,D006606
993,14568327,D007980,D004409
994,14568327,D015632,D010302
995,11250767,D011441,D005334
996,11250767,D011441,D010493
997,11250767,D011441,D005921
998,11206082,D010852,D012640
999,11206082,D010433,D012640
1000,11206082,C036150,D012640
1001,11027905,D007649,D006212
1002,9334596,D013739,D020018
1003,8595686,D015742,D010146
1004,6466532,D013390,D001919
1005,6308277,D002110,D012640
1006,6308277,D010433,D012640
1007,2870085,D007545,D013610
1008,1639466,D009568,D000419
1009,1639466,D009568,D009400
1010,1527456,D008012,D014717
1011,1527456,D008012,D014839
1012,220563,C023470,D003711
1013,220563,C023470,D010523
1014,137340,D012601,D006948
1015,137340,D009020,D006948
1016,9931093,D016559,D006973
1017,20633755,D009943,D001049
1018,20633755,D013390,D001049
1019,20067456,D017367,D007172
1020,18464113,D006514,D006509
1021,18308784,D009020,D007859
1022,17931375,D006493,D010146
1023,17931375,D006493,D003288
1024,15649445,D006220,D004409
1025,15649445,D012110,D004409
1026,14698717,D010672,D011605
1027,12617329,D005839,D058186
1028,12617329,D006170,D058186
1029,12523465,C022189,D006212
1030,11961407,D011692,D011507
1031,11961407,D011692,D009401
1032,9401499,D013988,D000741
1033,9401499,D013988,D000380
1034,2273650,D012601,D000647
1035,2273650,D003513,D000647
1036,10683478,D001058,D007035
1037,10683478,D001058,D006948
1038,6794356,D016651,D003490
1039,6794356,D016651,D001145
1040,6794356,D016651,D003866
1041,6504332,D010634,D004409
1042,6436733,D014635,D006970
1043,6436733,D000641,D006970
1044,6293644,D006220,D002375
1045,6293644,D001058,D006948
1046,6203632,D007545,D006332
1047,6203632,D007545,D006965
1048,3131282,D002083,D013274
1049,3115150,D015760,D009127
1050,2917114,D004491,D001919
1051,2564649,D005283,D009127
1052,2339463,D015119,D020225
1053,1545575,D003520,D006470
1054,1545575,D003520,D003556
1055,1286498,D005442,D009325
1056,1286498,D005442,D014839
1057,839274,D003276,D020518
1058,839274,D003276,D000236
1059,591536,D006493,D001157
1060,591536,D006493,D013921
1061,20735774,D000082,D017114
1062,20705401,D008694,D011605
1063,19105845,D016642,D012640
1064,18657397,D010400,D004827
1065,18363626,D020927,D001919
1066,16192988,D008694,D001523
1067,16157917,C047781,D009207
1068,16116131,D007980,D004409
1069,15930398,D015742,D000647
1070,15867025,D006514,D006509
1071,14975762,D004317,D006333
1072,14736955,D004317,D009401
1073,11573852,D000666,D012640
1074,9875685,D014031,D034381
1075,9848575,D004317,D009202
1076,9321531,D007980,D004409
1077,9305828,D010862,D004833
1078,9041081,D000305,D009798
1079,8305357,D003630,D009503
1080,8012887,D006493,D013927
1081,7651879,D005442,D012640
1082,3015327,D007538,D009422
1083,2980315,D008794,D014693
1084,2819587,D003276,D020246
1085,1564236,D004176,D006940
1086,1300436,D005665,D058186
1087,1141447,D008094,D003919
1088,188339,D003276,D008113
1089,19135948,D016559,D006504
1090,19135948,D016559,D014652
1091,19135948,C107135,D006504
1092,19135948,C107135,D058186
1093,19135948,D016559,D058186
1094,19135948,C107135,D014652
1095,14704468,D001640,D012640
1096,14704468,D000628,D012640
1097,14704468,D001498,D012640
1098,12549952,D016642,D056486
1099,12549952,D002231,D056486
1100,12549952,D002231,D017114
1101,12549952,D016642,D017114
1102,19370593,D011374,D054556
1103,19370593,D004967,D005705
1104,19370593,D004967,D020521
1105,19370593,D004967,D054556
1106,19370593,D004967,D003704
1107,19370593,D011374,D003704
1108,17019386,D008353,D019586
1109,12452237,D013390,D005207
1110,12452237,D013390,D010149
1111,9564988,D064704,D005414
1112,9564988,D064704,D003967
1113,9564988,D064704,D009325
1114,7596955,C045645,D005483
1115,7596955,C045645,D009325
1116,7596955,C048081,D006261
1117,7596955,C048081,D005483
1118,7596955,C045645,D006261
1119,7596955,C048081,D009325
1120,17965424,C422649,D004487
1121,17965424,D004008,D005767
1122,17965424,C422649,D006973
1123,17042884,D006220,D001480
1124,17042884,D006220,D014202
1125,17042884,D008094,D001480
1126,17042884,D008094,D014202
1127,17042884,D006220,D017109
1128,8586822,D017673,D006973
1129,3961813,D007531,D009410
1130,3961813,D007531,D009422
1131,3961813,C025541,D009410
1132,3961813,C025541,D009422
1133,20973483,D012110,D004409
1134,20973483,D006220,D002375
1135,17511042,C417083,D063726
1136,17511042,D012254,D063726
1137,16720068,D000525,D009459
1138,16720068,D017374,D009459
1139,16596970,D010862,D013226
1140,16596970,D010862,D001308
1141,16586083,D016861,D006973
1142,16586083,D016861,D020521
1143,16586083,D016861,D009203
1144,16586083,D016861,D006333
1145,10539815,D004656,D051437
1146,10539815,D004232,D051437
1147,9022662,D010389,D062787
1148,9022662,D010389,D001264
1149,9022662,D010389,D002819
1150,8677458,D007069,D003556
1151,8677458,D015080,D006470
1152,8677458,D015080,D003556
1153,8677458,D007069,D006470
1154,6323692,D003975,D001259
1155,6323692,C018824,D001259
1156,20195852,D003287,D007674
1157,20195852,C038192,D007674
1158,20195852,D007472,D007674
1159,18997632,D002110,D012640
1160,18997632,D002110,D017180
1161,18997632,D002110,D018879
1162,15565293,D004977,D014786
1163,15565293,D004977,D009901
1164,15266215,D001241,D013927
1165,14742097,D005473,D020018
1166,14742097,D017374,D020018
1167,14742097,D020280,D020018
1168,11890511,D016627,D007172
1169,9270571,D007980,D004409
1170,9270571,D015632,D020734
1171,7189975,D008012,D012640
1172,7189975,C004616,D012640
1173,7189975,D002045,D012640
1174,6415512,D002220,D004832
1175,6415512,D002220,D004831
1176,1928887,D000806,D007022
1177,1928887,D000806,D062787
1178,1728915,D002220,D054537
1179,1728915,D002220,D001919
1180,1728915,D002220,D013616
1181,20558148,D006220,D002375
1182,19940105,D006220,D002375
1183,19923525,D005996,D008569
1184,19923525,D005996,D007022
1185,19058474,D005419,D006471
1186,19058474,D014859,D006471
1187,18808529,D007545,D009202
1188,18808529,D007545,D007511
1189,18674790,D004041,D009765
1190,18674790,D004317,D006331
1191,18441470,D008094,D012804
1192,18441470,D008094,D054537
1193,17366349,C092292,D009459
1194,16584858,D007545,D009203
1195,16563323,D005045,D009207
1196,16428827,D012601,D000647
1197,15985056,D017963,D006606
1198,15985056,D001418,D006606
1199,15276120,D014859,D020300
1200,15276120,D014859,D006470
1201,11271907,D003520,D009205
1202,11271907,D003520,D006470
1203,10524660,D009569,D020326
1204,10524660,D005996,D020326
1205,9799166,D003042,D020521
1206,9799166,D000661,D020521
1207,9672273,D013629,D014652
1208,9672273,D013629,D015228
1209,8854309,D003042,D011681
1210,8854309,D003042,D010259
1211,8473723,D016666,D012640
1212,8473723,D008728,D012640
1213,6674249,D015119,D009336
1214,6674249,D015119,D009135
1215,6150641,D002927,D007172
1216,3670965,D001241,D012202
1217,3300918,D004876,D008881
1218,3300918,D008784,D014652
1219,2826064,D013726,D007008
1220,2422478,D008750,D007022
1221,1535072,D002997,D020018
1222,1504402,D007741,D056486
1223,1504402,D007741,D004342
1224,19917396,D016559,D006332
1225,19234905,D007980,D004409
1226,18541230,D011692,D009401
1227,18177388,D000661,D054549
1228,17490864,D000661,D006948
1229,17490790,D007505,D009410
1230,16047871,D014859,D018366
1231,15673851,D009020,D020336
1232,12481039,D010862,D012640
1233,11185967,C005618,D012640
1234,11099450,D007980,D004409
1235,11027904,D008691,D006930
1236,10193809,D011692,D011507
1237,9214597,D004958,D010911
1238,7604176,D017035,D009220
1239,7282516,D004317,D009202
1240,7072798,D002701,D000741
1241,3769769,D014282,D001919
1242,3708922,D016572,D007674
1243,3220106,D009538,D006948
1244,2722224,D006854,D006973
1245,1636026,D013496,D058186
1246,1610717,D003042,D012640
1247,873132,D004997,D002779
1248,783197,D010042,D002303
1249,9545159,D001393,D016757
1250,9545159,D001393,D008133
1251,9545159,D004110,D008133
1252,9545159,D001393,D016171
1253,9545159,D020117,D016757
1254,9545159,D004917,D016171
1255,9545159,D004917,D008133
1256,9545159,D020117,D008133
1257,9545159,D020117,D016171
1258,9545159,D004917,D016757
1259,8643973,D017239,D013921
1260,8643973,D017239,D000380
1261,8643973,D016190,D000380
1262,8643973,D017239,D007970
1263,8643973,D016190,D007970
1264,8643973,D016190,D013921
1265,8643973,D016190,D020258
1266,8643973,D017239,D020258
1267,10743694,D016559,D000743
1268,10743694,D016559,D003922
1269,10743694,D016559,D011537
1270,10743694,D016559,D008232
1271,10743694,D016559,D009202
1272,10743694,D016559,D020258
1273,10743694,D016559,D005767
1274,10743694,D016559,D056486
1275,10743694,D016559,D007674
1276,3535719,D014031,D006311
1277,3535719,D009428,D006311
1278,3535719,D009428,D007674
1279,3535719,D010878,D006311
1280,3535719,D010878,D007674
1281,3535719,D014031,D007674
1282,6433367,D005481,D012640
1283,6433367,D001640,D012640
1284,6433367,D010433,D012640
1285,6433367,D010852,D012640
1286,17285209,C044946,D000799
1287,17285209,D017311,D000799
1288,17285209,C044946,D007410
1289,17285209,D017311,D007410
1290,15858223,D017392,D056486
1291,15858223,D014635,D005234
1292,15858223,D014635,D009336
1293,15858223,C075750,D056486
1294,15858223,D014635,D056486
1295,15858223,D008054,D056486
1296,15811908,C012052,D006973
1297,15811908,C012052,D014839
1298,15811908,C012052,D006261
1299,15811908,D063325,D014839
1300,15811908,D063325,D006261
1301,15811908,D063325,D006973
1302,15764424,D000661,D006948
1303,15764424,D003042,D006948
1304,15764424,D008694,D011605
1305,15764424,D003042,D011605
1306,15764424,D008694,D006948
1307,15764424,D000661,D011605
1308,12101159,D004110,D062787
1309,12101159,D004110,D007022
1310,12101159,D004110,D006323
1311,12101159,D004110,D001919
1312,6699841,D009288,D007681
1313,6127992,D014700,D007022
1314,6127992,D000319,D006333
1315,6127992,D014700,D001919
1316,6127992,D014700,D006333
1317,6127992,D000319,D007022
1318,6127992,D000319,D001919
1319,6115999,D001539,D007172
1320,6115999,D011433,D011928
1321,6115999,D001539,D018149
1322,6115999,D001539,D006073
1323,6115999,D011433,D007172
1324,6115999,D011433,D004417
1325,18086064,D020927,D001919
1326,18086064,D020927,D007022
1327,12739036,D002738,D018908
1328,12739036,D002738,D009133
1329,12093990,C059262,D058186
1330,12093990,C059262,D009503
1331,3962737,D000638,D002779
1332,3962737,D000638,D056486
1333,3962737,D000638,D008103
1334,3962737,D000638,D005234
1335,2716967,D009020,D002375
1336,2716967,D007649,D002375
1337,19642243,D014640,D058186
1338,19642243,C418563,D058186
1339,17682013,D008727,D056784
1340,17682013,C017367,D056784
1341,17682013,D005472,D056784
1342,17682013,C110904,D056784
1343,16725121,D003042,D012640
1344,16725121,D008012,D012640
1345,16629641,D012254,D000743
1346,16629641,D007372,D000743
1347,16006300,C019248,D006996
1348,16006300,D002119,D006934
1349,11705128,D012254,D000743
1350,11705128,D016898,D000743
1351,6540303,D008550,D002389
1352,6540303,D012701,D002389
1353,6540303,D004298,D002389
1354,6540303,D007649,D002389
1355,3057041,C020976,D006970
1356,3057041,C020976,D013651
1357,625456,D002119,D006934
1358,625456,D017693,D053040
1359,625456,D017693,D006934
1360,625456,D002119,D053040
1361,7910951,D003473,D018908
1362,7910951,D000305,D009135
1363,7910951,D003473,D009468
1364,7752389,D015232,D053201
1365,6942642,D006852,D007008
1366,6942642,D006852,D001145
1367,3732088,D002752,D018879
1368,2893236,D013874,D012133
1369,2533791,D006513,D006509
1370,2533791,D006514,D006509
1371,2322844,D015232,D006930
1372,2322844,D015230,D006930
1373,20552622,D000420,D013617
1374,20510337,D002945,D058186
1375,20164825,D005839,D058186
1376,20042557,D015742,D003693
1377,20042557,D015742,D011183
1378,19944333,C471405,D003329
1379,17975693,D009643,D001008
1380,17975693,D002939,D001008
1381,17943461,D015215,D002311
1382,17943461,D015215,D009202
1383,17074608,D014635,D002819
1384,17074608,D014635,D001927
1385,16364460,D012601,D000647
1386,15579441,D011692,D000860
1387,15579441,D011692,D009404
1388,15517007,D008942,D006331
1389,15517007,D003520,D006331
1390,12180796,D018818,D001167
1391,12180796,D013806,D001167
1392,12109865,D006495,D006470
1393,12109865,D006495,D013923
1394,12042105,C052342,D053040
1395,11868798,D000666,D007008
1396,11860278,D010862,D012640
1397,11860278,D007608,D012640
1398,11838826,D018967,D006966
1399,11467664,D008687,D041781
1400,11467664,D008687,D002779
1401,11077455,D020888,D014786
1402,11063349,D016559,D007674
1403,11063349,D016572,D007674
1404,10091616,D001058,D004409
1405,10091616,D007980,D004409
1406,9952311,D004317,D028361
1407,9952311,D004317,D001919
1408,9915601,D007538,D001919
1409,9915601,D007538,D007022
1410,9758264,D005492,D012640
1411,9758264,D005492,D008180
1412,9669632,D020117,D015746
1413,9326871,D004917,D005759
1414,9326871,D017291,D017180
1415,9226773,D008094,D018500
1416,9226773,D008094,D011141
1417,8600333,D004317,D006331
1418,8514073,D003975,D014652
1419,8514073,D008874,D014652
1420,8492347,D005665,D012206
1421,8492347,D005665,D013746
1422,8410199,D010862,D012640
1423,8410199,D010862,D009410
1424,7791169,D007213,D007674
1425,6728084,D007612,D007674
1426,6728084,D005839,D007674
1427,6111982,D010042,D001145
1428,3123611,D003276,D002819
1429,3123611,D000661,D002819
1430,761833,D000643,D003128
1431,18589141,D006493,D013921
1432,16418614,D011441,D014657
1433,15893386,D013390,D014313
1434,15814210,D003907,D009422
1435,11912119,D007980,D004409
1436,9105126,D013256,D018658
1437,8599504,D004329,D000799
1438,8546130,D017291,D006212
1439,7724492,D004317,D011507
1440,7619765,D005047,D009203
1441,7416947,D004077,D020018
1442,7263204,D007213,D000741
1443,7066357,D011692,D009404
1444,7007443,D000082,D017114
1445,3762968,D014042,D014899
1446,3413271,D004837,D017202
1447,3088349,D000661,D009069
1448,3001299,D008094,D007037
1449,2004015,D015215,D000740
1450,1732442,D004317,D009202
1451,1423339,D011433,D000647
1452,921394,D007649,D013610
1453,871943,D013390,D001049
1454,1355091,D009638,D001919
1455,1355091,D011224,D007024
1456,1355091,C014282,D001919
1457,1355091,C056299,D006973
1458,1355091,D009638,D006973
1459,1355091,C056299,D001919
1460,1355091,C014282,D006973
1461,8638876,D004958,D002341
1462,8638876,D004958,D002544
1463,8638876,D011374,D002543
1464,8638876,D011374,D012851
1465,8638876,D004958,D012851
1466,8638876,D011374,D002544
1467,8638876,D004958,D002543
1468,8638876,D011374,D002341
1469,1628552,D002738,D005221
1470,1628552,D002738,D006333
1471,1628552,D002738,D004417
1472,1628552,D002738,D013575
1473,1628552,D002738,D002037
1474,1628552,D002738,D001766
1475,1628552,D002738,D012164
1476,1628552,D002738,D004244
1477,11524350,C476513,D001145
1478,11524350,C037663,D012640
1479,11524350,C037663,D006323
1480,11524350,C476513,D012640
1481,11524350,C037663,D001145
1482,11524350,C476513,D006323
1483,10027919,C051883,D006934
1484,10027919,C051883,D054559
1485,10027919,D002117,D001851
1486,10027919,D002117,D006934
1487,8643966,D017239,D009325
1488,8643966,D017239,D014839
1489,8643966,D017239,D018771
1490,8643966,D017239,D011115
1491,8643966,D017239,D009503
1492,8643966,D017239,D063806
1493,6695415,D002110,D006973
1494,6695415,D002110,D013345
1495,6695415,D010665,D013345
1496,6695415,D002110,D002543
1497,6695415,D010665,D006973
1498,6695415,D010665,D002543
1499,6695415,D010665,D020521
1500,6637851,D000638,D001259
1501,6637851,D000638,D000855
1502,6637851,D000638,D009325
1503,6637851,D000638,D013959
1504,6637851,D000638,D014786
1505,8800187,D003891,D007022
1506,8800187,D003891,D001145
1507,8800187,D003891,D001919
1508,8800187,D002122,D001145
1509,7707116,D015474,D013921
1510,7707116,D015474,D005076
1511,7707116,D015474,D000740
1512,7707116,D015474,D006934
1513,7707116,D015474,D014839
1514,6892185,D002217,D015878
1515,6892185,D010830,D015878
1516,6892185,D010830,D014202
1517,6892185,D002217,D014202
1518,6892185,D010830,D004830
1519,6892185,D002217,D004830
1520,6216862,D010396,D009157
1521,6216862,D010396,D011507
1522,6216862,D010396,D005076
1523,6216862,D010396,D017285
1524,6216862,D010396,D008180
1525,2004,D013881,D013617
1526,2004,D009661,D002037
1527,2004,D013881,D017180
1528,2004,D000639,D002037
1529,6118280,D009118,D009207
1530,3703509,D011241,D007662
1531,3703509,D011241,D007022
1532,3703509,D011241,D003128
1533,3703509,D011241,D000140
1534,3703509,D011241,D006943
1535,20683499,D013311,D003072
1536,20683499,D013311,D000544
1537,20466178,C117268,D003872
1538,20466178,C117268,D003875
1539,20466178,C117268,D013684
1540,19944736,D018021,D001930
1541,19944736,D013619,D001930
1542,19944736,D018021,D012640
1543,19944736,D013619,D012640
1544,19721134,D010042,D001145
1545,19721134,D000157,D001145
1546,17786501,D004221,D010292
1547,17786501,D004221,D009901
1548,17786501,D004221,D012607
1549,16960342,D006514,D006509
1550,16960342,D006513,D006509
1551,11226639,D013874,D053608
1552,11226639,D008550,D053608
1553,11226639,D003975,D053608
1554,11226639,D007649,D053608
1555,9228650,C076946,D000647
1556,9228650,C049860,D000647
1557,9228650,D013619,D000647
1558,9228650,D012601,D000647
1559,8766220,D017374,D006212
1560,8766220,D014147,D006212
1561,8766220,D004308,D006212
1562,8441146,D006046,D000741
1563,8441146,D010396,D000741
1564,3653576,D011692,D058186
1565,3653576,D011692,D011507
1566,3653576,C004504,D058186
1567,3653576,C001335,D058186
1568,2750819,D008278,D020879
1569,2750819,D009543,D020879
1570,1899352,D007069,D006417
1571,1899352,D007069,D007970
1572,1899352,D007069,D003221
1573,1899352,D007069,D009325
1574,18161408,D002996,D009203
1575,18161408,D002996,D013923
1576,17574447,D010634,D002761
